Keys,Values
Tên TCPH:,"
Công ty cổ phần Đệ Tam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đệ Tam
Mã chứng khoán:,DTA
Mã ISIN:,VN000000DTA8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 136/2010/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 22/06/2010, Số: 136/2010/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 23/3/2020"
Tổng số chứng khoán đăng ký:,18.059.832 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,180.598.320.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
