Keys,Values
Tên TCPH:,"
Công ty cổ phần nội thất Shinec
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần nội thất Shinec
Mã chứng khoán:,NTS
Mã ISIN:,VN000000NTS9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 182/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 27/07/2010
Tổng số chứng khoán đăng ký:,2.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,20.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
