Keys,Values
Tên TCPH:,"
Công ty cổ phần Gạch Tuy Nen Bình Định
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Gạch Tuy Nen Bình Định
Mã chứng khoán:,BTN
Mã ISIN:,VN000000BTN5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 189/2017/GCNCP-VSD do VSD cấp ngày 11/10/2017, Số 189/2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 12/12/2018"
Tổng số chứng khoán đăng ký:,4.465.570 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,44.655.700.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
