Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại Cổ phần Quốc Dân
"
Tên chứng khoán:,Cổ phiếu Ngân hàng Thương mại Cổ phần Quốc Dân
Mã chứng khoán:,NVB
Mã ISIN:,VN000000NVB1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 195/2010/GCNCP-VSD do VSD cấp lần đầu ngày 09/08/2010, số 195/2010/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 20/05/2022"
Tổng số chứng khoán đăng ký:,560.155.587 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,5.601.555.870.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
