Keys,Values
Tên TCPH:,"
CTCP Đầu tư Phát triển Xây dựng Số 1
"
Tên chứng khoán:,Cổ phiếu CTCP Đầu tư Phát triển Xây dựng Số 1
Mã chứng khoán:,DC1
Mã ISIN:,VN000000DC15
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 58/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 10/03/2010, số 58/2010/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 16/05/2022"
Tổng số chứng khoán đăng ký:,4.094.905 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,40.949.050.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
