Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán Thương mại và Công nghiệp Việt Nam
"
Tên chứng khoán:,Cổ phiếu CTCP  Chứng khoán Thương mại và Công nghiệp Việt Nam
Mã chứng khoán:,VIG
Mã ISIN:,VN000000VIG0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 97/2009/GCNCP-VSD do VSD cấp lần đầu ngày 24/11/2009, Số  97/2009/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 08/10/2010"
Tổng số chứng khoán đăng ký:,34.133.300 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,341.333.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
