Keys,Values
Tên TCPH:,"
Ngân hàng Chính sách Xã hội
"
Tên chứng khoán:,Trái phiếu Ngân hàng Chính sách Xã hội
Mã chứng khoán:,VBS110017
Mã ISIN:,VNVBS1100171
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,61/2010/GCNTP-VSD
Tổng số chứng khoán đăng ký:,16.500.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.650.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,11.70%/năm
Cách thức trả lãi:,
Kỳ hạn:,02 năm
Ngày phát hành:,11/05/2010
Ngày đáo hạn:,11/05/2012
Nơi quản lý tại VSD:,Trụ sở chính
