Keys,Values
Tên TCPH:,"
Công ty cổ phần Logistics Portserco
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Logistics Portserco
Mã chứng khoán:,PRC
Mã ISIN:,VN000000PRC2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 267/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 04/11/2010, số 267/2010/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 31/05/2016"
Tổng số chứng khoán đăng ký:,1.200.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,12.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
