Keys,Values
Tên TCPH:,"
Tổng Công ty Phát triển Đô thị Kinh Bắc-CTCP
"
Tên chứng khoán:,Trái phiếu Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP
Mã chứng khoán:,KBC11710
Mã ISIN:,VN0KBC117107
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 74/2017/GCNTP-VSD do VSD cấp ngày 11/10/2017
Tổng số chứng khoán đăng ký:,5.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức phát hành:,Phát hành riêng lẻ theo phương thức đại lý phát hành 
Lãi suất:," 10,5%/năm"
Cách thức trả lãi:,"Phương thức thanh toán lãi: Lãi trả sau, định kỳ 06 tháng một lần, kể từ và bao gồm Ngày phát hành và/hoặc ngày đầu tiên của kỳ trả lãi, cho đến nhưng không bao gồm ngày thanh toán lãi của kỳ trả lãi đó hoặc Ngày đáo hạn hoặc ngày đến hạn khác phải thực hiện mua lại trái phiếu trước hạn, và được thanh toán một lần (trả lãi cuối kỳ) vào các ngày thanh toán lãi là ngày trùng với Ngày phát hành và ngày sau mỗi sáu (6) tháng, mười hai (12) tháng, mười tám (18) tháng kể từ ngày trùng với Ngày phát hành và nếu ngày đó không phải là một ngày làm việc thì ngày thanh toán lãi sẽ là ngày làm việc tiếp theo của ngày đó. Phương thức thanh toán gốc: Trừ khi trái phiếu buộc phải mua lại trước hạn theo quy định, tiền gốc trái phiếu sẽ được thanh toán một lần bằng mệnh giá trái phiếu vào Ngày đáo hạn của trái phiếu hoặc vào ngày làm việc tiếp theo của Ngày đáo hạn nếu Ngày đáo hạn không phải là ngày làm việc."
Kỳ hạn:,18 tháng
Ngày phát hành:,08/05/2017
Ngày đáo hạn:,08/11/2018
Nơi quản lý tại VSD:,Trụ sở chính
