Keys,Values
Tên TCPH:,"
Công ty cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh
Mã chứng khoán:,PTX
Mã ISIN:,VN000000PTX4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số: 04/2018/GCNCP-VSD do VSD cấp ngày 26/01/2018, Số: 04/2018/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 14/08/2019"
Tổng số chứng khoán đăng ký:,5.847.685 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,58.476.850.000 đồng
Hình thức đăng ký:, Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
