Keys,Values
Tên TCPH:,"
Công ty cổ phần xuất nhập khẩu lâm thủy sản Bến Tre
"
Tên chứng khoán:,Cổ phiếu CTCP XNK Lâm thủy sản Bến Tre
Mã chứng khoán:,FBT
Mã ISIN:,VN000000FBT1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 133/2007/GCNCP-CNTTLK do TTLKCK Việt Nam cấp ngày 14/12/2007
Tổng số chứng khoán đăng ký:,15.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,150.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
