Keys,Values
Tên TCPH:,"
Công ty cổ phần Du lịch – Thương mại Tây Ninh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Du lịch – Thương mại Tây Ninh
Mã chứng khoán:,TTT
Mã ISIN:,VN000000TTT4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 16/2014/GCNCP-VSD do TTLKCk Việt Nam cấp ngày 12/03/2014
Tổng số chứng khoán đăng ký:,4.570.210 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,45.702.100.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
