Keys,Values
Tên TCPH:,"
Công ty cổ phần Thép  Đà Nẵng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thép  Đà Nẵng
Mã chứng khoán:,DNS
Mã ISIN:,VN000000DNS3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 35/2010/GCNCP-VSD do VSD cấp lần đầu ngày 05/02/2010, số 35/2010/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 02/07/2012"
Tổng số chứng khoán đăng ký:,21.600.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,216.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
