Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Everland
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Everland
Mã chứng khoán:,EVG
Mã ISIN:,VN000000EVG9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 82/2017/GCNCP-VSD do VSD cấp ngày 17/04/2017, Số: 82/2017/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 14/03/2022"
Tổng số chứng khoán đăng ký:,215.249.836 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.152.498.360.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
