Keys,Values
Tên TCPH:,"
Công ty cổ phần Tư vấn Điện lực Dầu khí Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tư vấn Điện lực Dầu khí Việt Nam
Mã chứng khoán:,PPE
Mã ISIN:,VN000000PPE2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,46/2011/GCNCP-VSD do Trung tâm Lưu ký Chứng khoán Việt Nam cấp lần đầu ngày 30/06/2011
Tổng số chứng khoán đăng ký:,2.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,20.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
