Keys,Values
Tên TCPH:,"
Công ty Cổ phần Đầu tư Khu công nghiệp Dầu khí Long Sơn
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Đầu tư Khu công nghiệp Dầu khí Long Sơn
Mã chứng khoán:,PXL
Mã ISIN:,VN000000PXL1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 271/2010/GCNCP -VSD do TTLKCK Việt Nam cấp ngày 10/11/2010, số 271/2010/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 16/07/2019"
Tổng số chứng khoán đăng ký:,82.722.212 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,827.222.120.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
