Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại cổ phần Đông Nam Á
"
Tên chứng khoán:,Cổ phiếu Ngân hàng Thương mại cổ phần Đông Nam Á
Mã chứng khoán:,SSB
Mã ISIN:,VN000000SSB6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 85/2020/GCNCP-VSD do VSD cấp ngày 25/12/2020; số 85/2020/GCNCP-VSD-3 cấp thay đổi lần 03 ngày 04/04/2022
Tổng số chứng khoán đăng ký:,1.659.800.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,16.598.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
