Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Xây dựng Bình Dương ACC
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Xây dựng Bình Dương ACC
Mã chứng khoán:,ACC
Mã ISIN:,VN000000ACC6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 94/2009/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 20/11/2009, số 94/2009/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 02/03/2022"
Tổng số chứng khoán đăng ký:,104.999.993 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.049.999.930.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
