Keys,Values
Tên TCPH:,"
Công ty Đầu tư tài chính Nhà nước Tp. Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu đô thị Tp.HCM đợt 02/2006
Mã chứng khoán:,HCMA0206
Mã ISIN:,VN0HCMA02061
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 03/2006/GCNTP-CNTTLK do Chi nhánh Trung tâm Lưu ký Chứng khoán tại Tp.HCM cấp ngày 29/06/2006
Tổng số chứng khoán đăng ký:,1.350.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,135.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,9.55%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,15 năm
Ngày phát hành:,15/06/2006
Ngày đáo hạn:,15/06/2021
Nơi quản lý tại VSD:,Trụ sở chính
