Keys,Values
Tên TCPH:,"
Tổng công ty Hóa chất và Dịch vụ Dầu khí - CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng công ty Hóa chất và Dịch vụ Dầu khí - CTCP
Mã chứng khoán:,PVC
Mã ISIN:,VN000000PVC4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 09/2007/GCNCP-VSD do VSD cấp lần đầu ngày 08/11/2007, Số 09/2007/GCNCP-VSD-8 cấp thay đổi lần thứ 8 ngày 17/01/2020"
Tổng số chứng khoán đăng ký:,50.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
