Keys,Values
Tên TCPH:,"
Công ty cổ phần Cao su Đắk Lắk
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cao su Đắk Lắk
Mã chứng khoán:,DRG
Mã ISIN:,VN000000DRG9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 14-CPH/2019/GCNCP-VSD do VSD cấp ngày 05/06/2019,  số 31/2019/GCNCP-VSD cấp thay đổi ngày 02/08/2019"
Tổng số chứng khoán đăng ký:,155.800.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.558.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
