Keys,Values
Tên TCPH:,"
Công ty cổ phần Thương mại - Đầu tư Long Biên
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thương mại - Đầu tư Long Biên
Mã chứng khoán:,LBC
Mã ISIN:,VN000000LBC5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 147/2017/GCNCP-VSD do VSD cấp ngày 27/7/2017, Số 147/2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 26/12/2018"
Tổng số chứng khoán đăng ký:,1.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,15.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
