Keys,Values
Tên TCPH:,"
Công ty cổ phần Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam
Mã chứng khoán:,VRG
Mã ISIN:,VN000000VRG1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 24/2014/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 04/04/2014
Tổng số chứng khoán đăng ký:,25.894.868 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,258.948.680.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
