Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư phát triển nhà và Đô thị VINAHUD
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư phát triển nhà và Đô thị VINAHUD
Mã chứng khoán:,VHD
Mã ISIN:,VN000000VHD9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 92/2017/GCNCP-VSD do VSD cấp ngày 08/05/2017; Số 92/2017/GCNCP-VSD-2 cấp thay đổi lần 02 ngày 30/12/2021
Tổng số chứng khoán đăng ký:,38.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,380.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
