Keys,Values
Tên TCPH:,"
Công ty Cổ phần Bao bì Dầu thực vật
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Bao bì Dầu thực vật
Mã chứng khoán:,VPK
Mã ISIN:,VN000000VPK7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 52/2006/GCNCP-CNTTLK do TTLKCK Việt Nam cấp ngày 05/12/2006, số 52/2006/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 18/07/2017"
Tổng số chứng khoán đăng ký:,14.998.817 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,149.988.170.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
