Keys,Values
Tên TCPH:,"
Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP
Mã chứng khoán:,TLP
Mã ISIN:,VN000000TLP9
Loại chứng khoán:,Cổ phiếu phổ  thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Giấy chứng nhận đăng ký chứng khoán số 52/2018/GCNCP-VSD cấp ngày 29/06/2018
Tổng số chứng khoán đăng ký:,236.600.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.366.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
