Keys,Values
Tên TCPH:,"
Công ty cổ phần Everpia
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Everpia
Mã chứng khoán:,EVE
Mã ISIN:,VN000000EVE4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 273/2010/GCNCP-VSD do VSD cấp lần đầu ngày 25/11/2010, Số 273/2010/GCNCP-VSD-5 cấp thay đổi lần thứ 5 ngày 22/08/2016"
Tổng số chứng khoán đăng ký:,41.979.773 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,419.797.730.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
