Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương
Mã chứng khoán:,DDG
Mã ISIN:,VN000000DDG9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 25/2018/GCNCP-VSD do VSD cấp lần đầu ngày 27/4/2018; số 25/2018/GCNCP-VSD-03 cấp thay đổi lần 3 ngày 30/11/2021
Tổng số chứng khoán đăng ký:,57.039.886 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,570.398.860.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
