Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ đấu thầu đợt 26/2006 (15-HN) kỳ hạn 5 năm
Mã chứng khoán:,CP061126
Mã ISIN:,VN0CP0611267
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,86/2006/GCNTP-TTLK ngày 29/12/2006
Tổng số chứng khoán đăng ký:,1.900.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,190.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,"8,20%/năm"
Cách thức trả lãi:,
Kỳ hạn:,5 năm
Ngày phát hành:,22/12/2006
Ngày đáo hạn:,22/12/2011
Nơi quản lý tại VSD:,Trụ sở chính
