Keys,Values
Tên TCPH:,"
Công ty cổ phần Duyên Hải Quảng Ninh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Duyên Hải Quảng Ninh
Mã chứng khoán:,DHQ
Mã ISIN:,VN000000DHQ9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"16 CPH/2019/GCNCP-VSD do VSD cấp ngày 19/6/2019, 66/2019/GCNCP-VSD cấp thay đổi ngày 19/12/2019"
Tổng số chứng khoán đăng ký:,1.950.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,19.500.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
