Keys,Values
Tên TCPH:,"
Công ty Cổ phần Hạ tầng Nước Sài Gòn
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Hạ tầng Nước Sài Gòn
Mã chứng khoán:,SII
Mã ISIN:,VN000000SII2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 19/2012/GCNCP-VSD do VSD cấp lần đầu ngày 03/08/2012, số 19/2012/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 09/04/2020"
Tổng số chứng khoán đăng ký:,64.522.104 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,645.221.040.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
