Keys,Values
Tên TCPH:,"
Công ty cổ phần cao su Đà Nẵng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần cao su Đà Nẵng
Mã chứng khoán:,DRC
Mã ISIN:,VN000000DRC8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 73/2006/GCNCP-CNTTLK do VSD cấp lần đầu ngày 25/12/2006, số 73/2006/GCNCP-VSD-8 cấp thay đổi lần thứ 8 ngày 15/07/2016"
Tổng số chứng khoán đăng ký:,118.792.605 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.187.926.050.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
