Keys,Values
Tên TCPH:,"
Công ty cổ phần Thủy điện Sê San 4A
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thủy điện Sê San 4A
Mã chứng khoán:,S4A
Mã ISIN:,VN000000S4A5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 112/2015/GCNCP-VSD do VSD cấp ngày 17/11/2015
Tổng số chứng khoán đăng ký:,42.200.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,422.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
