Keys,Values
Tên TCPH:,"
Công ty cổ phần Nông nghiệp Công nghệ cao Trung An
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Nông nghiệp Công nghệ cao Trung An
Mã chứng khoán:,TAR
Mã ISIN:,VN000000TAR8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 110/2018/GCNCP-VSD do VSD cấp ngày 07/12/2018, số 110/2018/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 27/01/2022"
Tổng số chứng khoán đăng ký:,71.199.933 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,711.999.330.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
