Keys,Values
Tên TCPH:,"
Công ty cổ phần Vận tải Thủy bộ Kiên Giang
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vận tải Thủy bộ Kiên Giang
Mã chứng khoán:,NTG
Mã ISIN:,VN000000NTG4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số:  19/2022/GCNCP-VSD do VSD cấp lần đầu ngày 28/03/2022
Tổng số chứng khoán đăng ký:,1.287.472 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,12.874.720.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
