Keys,Values
Tên TCPH:,"
Công ty cổ phần Thaiholdings
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thaiholdings
Mã chứng khoán:,THD
Mã ISIN:,VN000000THD3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 08/2020/GCNCP-VSD do VSD cấp ngày 14/01/2020, số  08/2020/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 26/1/2021"
Tổng số chứng khoán đăng ký:,350.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.500.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
