Keys,Values
Tên TCPH:,"
Công ty cổ phần Tư vấn Thiết kế Đường bộ
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tư vấn Thiết kế Đường bộ
Mã chứng khoán:,TKD
Mã ISIN:,VN000000TKD7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 27/2021/GCNCP-VSD do VSD cấp lần đầu ngày 13/07/2021
Tổng số chứng khoán đăng ký:,1.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,15.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
