Keys,Values
Tên TCPH:,"
Tổng công ty IDICO - CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng công ty IDICO - CTCP
Mã chứng khoán:,IDC
Mã ISIN:,VN000000IDC7
Loại chứng khoán:,Cổ phiếu phổ  thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 02CPH/2017/GCNCP-VSD do VSD cấp ngày 02/11/2017,số 80/GCNCP-VSD cấp thay đổi lần 1 ngày 19/09/2018"
Tổng số chứng khoán đăng ký:,300.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.000.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
