Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn ECI
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn ECI
Mã chứng khoán:,ECI
Mã ISIN:,VN000000ECI5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 11/2009/GCNCP-TTLK do VSD cấp ngày 12/05/2009; Số 11/2009/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 19/05/2022
Tổng số chứng khoán đăng ký:,1.860.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,18.600.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
