Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.PDR.KIS.M.CA.T.02
Mã chứng quyền:,CPDR2102
Mã ISIN:,VN0CPDR21026
Mã chứng khoán cơ sở:,PDR
Tổ chức phát hành mã chứng khoán cơ sở:,CTCP Phát triển Bất động sản Phát Đạt
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,05 tháng
Ngày đáo hạn:,27/09/2021
Tỷ lệ chuyển đổi:,5:1
Giá thực hiện:,88.999  đồng
Giá phát hành lần đầu:,1.100  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   62/2021/GCNCW-VSD do VSD cấp lần đầu ngày 11/05/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,5.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,5.500.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,5.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
