Keys,Values
Tên TCPH:,"
Công ty cổ phần Thông tin Tín hiệu Đường sắt Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thông tin Tín hiệu Đường sắt Hà Nội
Mã chứng khoán:,HCS
Mã ISIN:,VN000000HCS7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 141/2016/GCNCP-VSD do VSD cấp lần đầu ngày 15/11/2016
Tổng số chứng khoán đăng ký:,2.250.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,22.500.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
