Keys,Values
Tên TCPH:,"
Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam
"
Tên chứng khoán:,Cổ Phiếu Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam
Mã chứng khoán:,VHG
Mã ISIN:,VN000000VHG2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 02/2008/GCNCP-CNTTLK do VSD cấp lần đầu ngày 07/01/2008, số  02/2008/GCNCP-VSD-5 cấp thay đổi lần thứ 5 ngày 31/05/2021"
Tổng số chứng khoán đăng ký:,150.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.500.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
