Keys,Values
Tên TCPH:,"
Công ty cổ phần Tân Phú Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Tân Phú Việt Nam
Mã chứng khoán:,TPP
Mã ISIN:,VN000000TPP0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 32/2008/GCNCP-TTLK  do VSD cấp lần đầu ngày 17/07/2008, Số 32/2008/GCNCP-VSD-12 cấp thay đổi lần 12 ngày 21/01/2022"
Tổng số chứng khoán đăng ký:,30.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,300.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
