Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Đua Fat
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Đua Fat
Mã chứng khoán:,DFF
Mã ISIN:,VN000000DFF6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 04/2021/GCNCP-VSD do VSD cấp ngày 15/1/2021; số 04/2021/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 13/04/2022
Tổng số chứng khoán đăng ký:,80.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,800.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
