Keys,Values
Tên TCPH:,"
Công ty Cổ phần Công nghệ Viễn Thông Sài Gòn
"
Tên chứng khoán:,Cổ phiếu Công ty CP Công nghệ Viễn Thông Sài Gòn
Mã chứng khoán:,SGT
Mã ISIN:,VN000000SGT3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 05/2008/GCNCP-CNTTLK do TTLKCK Việt Nam cấp ngày 10/01/2008
Tổng số chứng khoán đăng ký:,74.001.914 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,740.019.140.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
