Keys,Values
Tên TCPH:,"
CTCP Địa ốc Sài Gòn Thương Tín
"
Tên chứng khoán:,Trái phiếu SCR.BOND.2018
Mã chứng khoán:,SCR11816
Mã ISIN:,VN0SCR118166
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số:  15/2019/GCNTP-VSD do VSD cấp ngày 22/05/2019
Tổng số chứng khoán đăng ký:,4.700.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,470.000.000.000 đồng
Hình thức phát hành:, Phát hành riêng lẻ dưới hình thức đại lý phát hành
Lãi suất:," Được hưởng lãi suất cố định và lãi suất thả nổi
+ Lãi suất áp dụng cho 02 kỳ hạn 6 tháng đầu tiên: Cố định 10%/năm;
+ Lãi suất cho mỗi kỳ hạn 6 tháng tiếp theo: Bằng tổng của 3,25% và trung  bình cộng lãi suất tiền gửi tiết kiệm cá nhân (lãi trả sau) bằng Đồng Việt Nam kỳ hạn 12 tháng hoặc tương đương do Ngân hàng TMCP Công thương Việt Nam - Chi nhánh TP. Hà Nội, Ngân hàng TMCP Ngoại thương Việt Nam - Sở Giao dịch, Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Sở Giao dịch và Ngân hàng TMCP Đầu tư và Phát triển Việt Nam- Chi nhánh Sở Giao dịch 1 công bố vào ngày làm việc thứ 7 trước ngày đầu tiên của mỗi kỳ tính lãi."
Cách thức trả lãi:, Chuyển khoản
Kỳ hạn:,03 năm
Ngày phát hành:,19/12/2018
Ngày đáo hạn:,19/12/2021
Nơi quản lý tại VSD:,Chi nhánh
