Keys,Values
Tên TCPH:,"
Công ty cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam
Mã chứng khoán:,TH1
Mã ISIN:,VN000000TH12
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 82/2009/GCNCP-VSD do  VSD cấp lần đầu ngày 03/11/2009, Số  82/2009/GCNCP-VSD-2 cấp thay đổi lần thứ 2 ngày 30/12/2015"
Tổng số chứng khoán đăng ký:,13.539.267 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,135.392.670.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
