Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Xây dựng Viễn thông Đồng Tháp
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Xây dựng Viễn thông Đồng Tháp
Mã chứng khoán:,DTJ
Mã ISIN:,VN000000DTJ9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 41/2020/GCNCP-VSD do VSD cấp ngày 18/06/2020
Tổng số chứng khoán đăng ký:,1.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,10.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
