Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Phát triển Thành Đạt
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Phát triển Thành Đạt
Mã chứng khoán:,DTD
Mã ISIN:,VN000000DTD2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số  185/2017/GCNCP-VSD do VSD cấp ngày 26/09/2017; Số  185/2017/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 06/08/2021
Tổng số chứng khoán đăng ký:,30.736.025 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,307.360.250.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
