Keys,Values
Tên TCPH:,"
Công ty Cổ phần Xi măng và khoáng sản Yên Bái
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Xi măng và khoáng sản Yên Bái
Mã chứng khoán:,YBC
Mã ISIN:,VN000000YBC8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 24/2008/GCNCP- TTLK do VSD cấp lần đầu ngày 11/04/2008. Số: 24/2008/GCNCP-VSD-3 cấp thay đổi lần thứ 3 ngày 03/10/2018
Tổng số chứng khoán đăng ký:,11.800.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,118.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
