Keys,Values
Tên TCPH:,"
Công ty cổ phần Tư vấn Thiết kế Viettel
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tư vấn Thiết kế Viettel
Mã chứng khoán:,VTK
Mã ISIN:,VN000000VTK9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 65/2014/GCNCP-VSD do VSD cấp lần đầu ngày 12/09/2014, số 65/2014/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 25/03/2022"
Tổng số chứng khoán đăng ký:,4.933.723 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,49.337.230.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
