Keys,Values
Tên TCPH:,"
Công ty cổ phần Công nghệ Sài Gòn Viễn Đông
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Công nghệ Sài Gòn Viễn Đông
Mã chứng khoán:,SVT
Mã ISIN:,VN000000SVT2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số: 50/2011/GCNCP-VSD-1 do Trung tâm Lưu ký Chứng khoán Việt Nam cấp lần đầu ngày 01/07/2011; Số: 50/2011/GCNCP-VSD-3 cấp thay đổi lần 03 ngày 06/10/2020 
Tổng số chứng khoán đăng ký:,11.579.574 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,115.795.740.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
