Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu chính phủ đấu thầu bằng ngoại tệ đợt 1/2009
Mã chứng khoán:,CPD0911006
Mã ISIN:,VNTD09110063
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100 USD
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,06/2009/GCNTP-TTLK
Tổng số chứng khoán đăng ký:,800.100 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,80.010.000 USD
Hình thức phát hành:,
Lãi suất:,3.2%/năm
Cách thức trả lãi:,
Kỳ hạn:,2 năm
Ngày phát hành:,26/03/2009
Ngày đáo hạn:,26/03/2011
Nơi quản lý tại VSD:,Trụ sở chính
