Keys,Values
Tên TCPH:,"
Công ty cổ phần BOT Cầu Thái Hà
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần BOT Cầu Thái Hà
Mã chứng khoán:,BOT
Mã ISIN:,VN000000BOT3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 03/2019/GCNCP-VSD do VSD cấp lần đầu ngày 22/01/2019, Số: 03/2019/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 25/01/2021"
Tổng số chứng khoán đăng ký:,59.246.800 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,592.468.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
