Keys,Values
Tên TCPH:,"
Công ty cổ phần Tin học Viễn thông Petrolimex
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tin học Viễn thông Petrolimex
Mã chứng khoán:,PIA
Mã ISIN:,VN000000PIA5
Loại chứng khoán:, Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 183/2016/GCNCP-VSD do VSD cấp lần đầu ngày 09/12/2016, số 183/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 01/08/2018"
Tổng số chứng khoán đăng ký:,3.900.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,39.000.000.000 đồng
Hình thức đăng ký:, Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
