Keys,Values
Tên TCPH:,"
Công ty Cổ phần Đường Biên Hoà
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Đường Biên Hoà
Mã chứng khoán:,BHS
Mã ISIN:,VN000000BHS9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 54/2006/GCNCP-VSD do VSD cấp lần đầu ngày 05/12/2006, số 54/2006/GCNCP-VSD-9 cấp thay đổi lần 9 ngày 16/05/2017"
Tổng số chứng khoán đăng ký:,297.874.449 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.978.744.490.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
