Keys,Values
Tên TCPH:,"
Công ty cổ phần Suất ăn Hàng không Nội Bài
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Suất ăn Hàng không Nội Bài
Mã chứng khoán:,NCS
Mã ISIN:,VN000000NCS5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 134/2010/GCNCP-VSD do VSD cấp lần đầu ngày 16/06/2010, số 134/2010/GCNCP-VSD-3 cấp thay đổi lần thứ 3 ngày 27/11/2017"
Tổng số chứng khoán đăng ký:,17.949.098 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,179.490.980.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
