Keys,Values
Tên TCPH:,"
Công ty cổ phần Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội
Mã chứng khoán:,FHN
Mã ISIN:,VN000000FHN1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 211/2017/GCNCP-VSD do VSD cấp ngày 08/11/2017
Tổng số chứng khoán đăng ký:,3.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,30.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
