Keys,Values
Tên TCPH:,"
Công ty cổ phần Trường Sơn 532
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Trường Sơn 532
Mã chứng khoán:,TS3
Mã ISIN:,VN000000TS35
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 02CPH/2018/GCNCP-VSD do VSD cấp ngày 09/01/2018, số 62/2019/GCNCP-VSD cấp thay đổi lần 1 ngày 09/12/2019"
Tổng số chứng khoán đăng ký:,3.851.880 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,38.518.800.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
