Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng điện VNECO 2
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng điện VNECO 2
Mã chứng khoán:,VE2
Mã ISIN:,VN000000VE29
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 154/2010/GCNCP-VSD do VSD cấp lần đầu ngày 06/07/2010, số 154/2010/GCNCP-VSD-1 cấp thay đổi lần thứ 1 ngày 20/12/2014"
Tổng số chứng khoán đăng ký:,2.158.880 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,21.588.800.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
