Keys,Values
Tên TCPH:,"
Uỷ ban nhân dân tỉnh Quảng Ninh
"
Tên chứng khoán:,Trái phiếu Chính quyền địa phương tỉnh Quảng Ninh đợt 2/2013
Mã chứng khoán:,QNGB13161
Mã ISIN:,VNQNGB131613
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số 17/2014/GCNTP-VSD do VSD cấp ngày 10/02/2014
Tổng số chứng khoán đăng ký:,1.500.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,150.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,"7,43%/năm"
Cách thức trả lãi:,Tiền lãi được thanh toán hàng năm vào ngày trùng với ngày phát hành. Tiền gốc được hoàn trả 01 lần khi đáo hạn
Kỳ hạn:,3 năm
Ngày phát hành:,31/12/2013
Ngày đáo hạn:,31/12/2016
Nơi quản lý tại VSD:,Trụ sở chính
