Keys,Values
Tên TCPH:,"
Công ty cổ phần Cơ khí Mạo khê - Vinacomin
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cơ khí Mạo Khê - Vinacomin
Mã chứng khoán:,CMK
Mã ISIN:,VN000000CMK4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 77/2011/GCNCP-VSD do VSD cấp lần đầu ngày 29/12/2011. Số 77/2011/GCNCP-VSD-1  do VSD cấp thay đổi lần 1 ngày 01/11/2013
Tổng số chứng khoán đăng ký:,1.432.578 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,14.325.780.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
