Keys,Values
Tên TCPH:,"
Công ty cổ phần  Đăng kiểm xe cơ giới Hải Dương
"
Tên chứng khoán:,Cổ  phiếu Công ty cổ phần Đăng kiểm xe cơ giới Hải Dương
Mã chứng khoán:,HTK
Mã ISIN:,VN000000HTK8
Loại chứng khoán:,Cổ phiếu phổ  thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số:  17CPH/2018/GCNCP-VSD do VSD cấp ngày 27/08/2018,  số 24/2019/GCNCP-VSD do VSD cấp ngày 22/05/2019"
Tổng số chứng khoán đăng ký:,6.164.944 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,61.649.440.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
