Keys,Values
Tên TCPH:,"
Công ty cổ phần Kiểm định kỹ thuật, an toàn và Tư vấn xây dựng - INCOSAF
"
Tên chứng khoán:,"Cổ phiếu Công ty cổ phần Kiểm định kỹ thuật, an toàn và Tư vấn xây dựng - INCOSAF"
Mã chứng khoán:,ICS
Mã ISIN:,VN000000ICS5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 65/2019/GCNCP-VSD ngày 11/12/2019 do VSD cấp ngày 11/12/2019
Tổng số chứng khoán đăng ký:,1.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,10.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
